VisitorID,Visits,PageViews,Hits,TotalHits,HitNumber,a_diffdays_latest,a_diffdays_oldest,Device,Sistema,Morning Visits,DaytimeVisits,Evening Visits,Midnight Visits,Goal1,Goal2,Goal3,Conversion
260,1,1,2,1,1,36,36,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
261,2,2,4,2,2,35,36,DESKTOP,MAC-OS,0,1,1,0,0,0,0,FALSE
262,1,2,4,396,3,36,36,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
263,1,1,2,3,1,36,36,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
264,1,1,2,1,1,36,36,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
265,1,1,2,1,1,36,36,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
266,3,9,18,5460,9,36,36,DESKTOP,Linux,0,3,0,0,0,0,0,FALSE
267,2,4,8,58,4,36,36,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
268,1,1,2,1,1,36,36,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
269,1,1,2,2,1,36,36,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
270,1,1,2,1,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
271,1,1,2,1,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
272,1,1,2,1,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
273,1,1,2,19,1,22,22,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
274,1,1,2,2,1,22,22,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
275,1,1,2,2,1,22,22,DESKTOP,WINDOWS,1,0,0,0,0,0,0,TRUE
276,3,5,10,305,5,22,22,DESKTOP,WINDOWS,0,3,0,0,0,0,0,FALSE
277,1,1,2,1,1,22,22,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
278,2,2,4,2,2,22,29,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
279,1,1,2,1,1,22,22,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
280,1,1,2,2,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
281,1,1,2,1,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
282,2,2,4,2,2,5,22,DESKTOP,WINDOWS,0,1,0,1,0,0,0,FALSE
283,1,1,2,2,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
284,1,1,2,2,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
285,1,1,1,1,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
286,3,3,6,14,3,22,23,DESKTOP,WINDOWS,0,0,3,0,0,0,0,FALSE
287,1,1,2,1,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
288,1,1,2,6,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
289,1,1,2,5,1,22,22,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
290,1,1,2,2,1,22,22,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
291,1,1,1,1,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
292,1,2,4,955,3,22,22,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
293,2,4,8,134,4,22,22,DESKTOP,WINDOWS,0,2,0,0,2,0,0,FALSE
294,1,2,4,35,3,22,22,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
295,1,1,2,1,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
296,1,1,2,1,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
297,1,1,2,1,1,22,22,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
298,1,1,2,4,1,22,22,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
299,1,1,2,1,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
300,1,1,2,3,1,22,22,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
301,1,1,1,1,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
302,1,1,2,6,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
303,1,1,2,1,1,22,22,DESKTOP,WINDOWS,0,0,1,0,0,1,0,FALSE
304,1,1,2,1,1,22,22,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
305,1,1,2,1,1,22,22,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
306,1,1,2,1,1,29,29,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
307,1,1,2,1,1,29,29,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
308,2,2,4,2,2,29,29,DESKTOP,WINDOWS,0,0,2,0,0,0,0,FALSE
309,1,2,3,27,1,29,29,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
310,1,1,2,2,1,29,29,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
311,1,1,2,7,1,29,29,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
312,1,1,2,1,1,29,29,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
313,1,1,2,3,1,29,29,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
314,2,2,4,2,2,29,29,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
315,1,1,2,18,1,29,29,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
316,1,1,2,3,1,29,29,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
317,1,1,1,1,1,29,29,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
318,1,1,2,13,1,29,29,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
319,2,4,8,4,4,29,29,DESKTOP,WINDOWS,0,2,0,0,0,0,0,TRUE
320,1,1,3,2,1,29,29,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
321,1,1,2,1,1,29,29,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
322,1,1,2,1,1,29,29,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
323,1,1,2,4,1,29,29,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
324,2,6,12,1560,8,29,29,DESKTOP,WINDOWS,0,0,2,0,0,0,0,FALSE
325,1,1,2,41,1,29,29,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
326,1,1,2,1,1,13,13,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
327,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
328,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
329,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
330,1,1,2,5,1,13,13,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
331,1,1,2,1,1,13,13,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
332,2,4,8,20,4,13,13,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
333,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
334,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,1,0,0,1,0,0,FALSE
335,1,1,3,6,3,13,13,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
336,2,2,4,1,2,13,28,DESKTOP,WINDOWS,1,1,0,0,0,0,0,FALSE
337,1,1,2,7,1,13,13,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
338,1,1,2,1,1,13,13,DESKTOP,WINDOWS,1,0,0,0,0,0,0,TRUE
339,1,1,2,1,1,13,13,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
340,1,1,2,7,1,13,13,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
341,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
342,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
343,3,3,6,4,3,13,40,DESKTOP,WINDOWS,1,2,0,0,0,0,0,TRUE
344,1,1,2,2,1,13,13,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
345,2,2,4,2,2,13,13,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
346,2,1,3,1,2,12,13,DESKTOP,WINDOWS,1,0,1,0,0,0,0,TRUE
347,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
348,2,4,8,294,4,13,13,DESKTOP,WINDOWS,0,2,0,0,0,0,0,TRUE
349,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
350,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
351,1,1,2,11,1,13,13,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
352,1,1,2,6,1,13,13,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
353,1,2,4,209,3,13,13,DESKTOP,MAC-OS,1,0,0,0,1,0,0,FALSE
354,1,1,2,2,1,13,13,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
355,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
356,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
357,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
358,1,1,2,2,1,13,13,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
359,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
360,5,6,12,96,7,6,33,DESKTOP,WINDOWS,0,5,0,0,0,0,0,TRUE
361,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
362,1,1,2,1,1,13,13,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
363,2,2,4,2,2,47,47,DESKTOP,WINDOWS,1,1,0,0,0,0,0,FALSE
364,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
365,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
366,1,1,2,13,1,47,47,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
367,3,3,6,49,3,19,47,DESKTOP,WINDOWS,3,0,0,0,0,0,0,TRUE
368,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
369,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
370,1,1,2,8,1,47,47,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
371,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
372,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
373,2,6,12,1562,8,47,47,MOBILE,ANDROID,0,2,0,0,2,0,0,FALSE
374,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
375,4,6,12,200,6,47,47,DESKTOP,WINDOWS,0,4,0,0,0,3,0,FALSE
376,1,1,2,1,1,47,47,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
377,2,4,8,426,4,47,47,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
378,1,1,2,1,1,47,47,DESKTOP,MAC-OS,0,1,0,0,0,0,0,FALSE
379,1,1,1,1,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
380,2,2,8,2,5,47,47,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
381,1,1,2,2,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
382,1,1,2,2,1,47,47,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
383,1,1,3,1,3,47,47,MOBILE,ANDROID,0,0,0,1,0,0,0,FALSE
384,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
385,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
386,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
387,1,1,2,1,1,47,47,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
388,1,1,2,2,1,47,47,DESKTOP,MAC-OS,0,1,0,0,0,0,0,FALSE
389,1,1,2,2,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
390,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
391,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
392,1,3,4,136,1,47,47,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
393,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
394,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
395,1,1,2,8,1,47,47,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
396,2,4,8,104,4,47,47,DESKTOP,WINDOWS,0,0,2,0,1,0,0,FALSE
397,1,1,2,1,1,47,47,DESKTOP,WINDOWS,0,0,1,0,1,0,0,FALSE
398,1,2,4,131,1,40,40,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
399,1,1,2,1,1,40,40,DESKTOP,WINDOWS,1,0,0,0,0,1,0,FALSE
400,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
401,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
402,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
403,1,1,2,2,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
404,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
405,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
406,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
407,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
408,1,1,2,20,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
409,1,1,2,2,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
410,1,1,1,1,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
411,2,6,18,76,11,40,40,DESKTOP,WINDOWS,2,0,0,0,0,0,0,FALSE
412,1,1,2,2,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
413,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
414,1,1,3,16,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
415,2,2,4,2,2,40,42,DESKTOP,WINDOWS,0,0,2,0,0,0,0,FALSE
416,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
417,2,4,8,1598,4,40,40,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
418,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
419,1,1,2,4,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,1,0,FALSE
420,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
421,1,1,2,34,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
422,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
423,1,5,10,2,5,40,40,DESKTOP,MAC-OS,0,1,0,0,0,0,0,FALSE
424,10,18,42,345,23,33,41,DESKTOP,WINDOWS,6,4,0,0,0,0,0,FALSE
425,1,1,2,1,1,40,40,DESKTOP,WINDOWS,1,0,0,0,1,0,0,FALSE
426,1,2,4,27,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
427,1,1,1,1,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
428,1,1,2,2,1,40,40,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
429,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
430,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
431,1,1,2,1,1,40,40,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
432,2,2,4,1,2,27,33,DESKTOP,WINDOWS,1,1,0,0,0,0,0,FALSE
433,1,1,2,1,1,33,33,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
434,1,2,4,67,1,33,33,DESKTOP,WINDOWS,0,1,0,0,0,0,1,FALSE
435,2,2,4,3,2,33,33,DESKTOP,WINDOWS,1,1,0,0,0,0,0,FALSE
436,1,1,2,1,1,33,33,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
437,1,1,2,1,1,33,33,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
438,1,1,2,1,1,33,33,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
439,1,2,4,193,3,33,33,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
440,1,1,2,2,1,33,33,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
441,1,1,2,1,1,33,33,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
442,1,1,2,3,1,33,33,MOBILE,ANDROID,0,0,1,0,0,0,0,FALSE
443,1,2,4,14,3,33,33,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
444,1,1,2,2,1,33,33,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
445,2,2,4,1,2,33,33,DESKTOP,WINDOWS,2,0,0,0,0,0,0,FALSE
446,1,1,2,1,1,33,33,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
447,1,1,2,4,1,33,33,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
448,1,2,4,20,3,33,33,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
449,1,1,2,1,1,33,33,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
450,1,1,2,1,1,33,33,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
451,1,1,2,1,1,33,33,DESKTOP,MAC-OS,0,1,0,0,0,0,0,FALSE
452,1,1,2,1,1,33,33,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
453,2,4,8,30,4,33,33,DESKTOP,WINDOWS,0,2,0,0,0,0,0,FALSE
454,1,1,1,1,1,33,33,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
455,5,11,24,5931,14,33,34,DESKTOP,WINDOWS,0,1,4,0,0,0,0,FALSE
456,1,1,2,2,1,33,33,DESKTOP,MAC-OS,0,1,0,0,0,0,0,FALSE
457,5,35,65,880,38,33,33,DESKTOP,WINDOWS,5,0,0,0,0,0,0,FALSE
458,1,1,2,1,1,33,33,DESKTOP,WINDOWS,1,0,0,0,1,0,0,FALSE
459,1,1,2,2,1,33,33,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
460,1,1,2,1,1,33,33,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
461,1,1,2,1,1,33,33,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
462,1,1,2,1,1,33,33,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
463,1,2,4,502,1,33,33,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
464,1,1,2,1,1,33,33,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
465,1,1,2,1,1,33,33,DESKTOP,Linux,1,0,0,0,0,0,0,FALSE
466,1,1,1,1,1,26,26,TABLET,WINDOWS,0,0,1,0,0,0,0,FALSE
467,1,1,2,1,1,26,26,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
468,1,2,4,43,3,26,26,DESKTOP,WINDOWS,0,1,0,0,0,1,0,FALSE
469,3,5,10,62,5,26,26,DESKTOP,WINDOWS,0,0,0,3,0,1,0,FALSE
470,2,2,4,5,2,23,26,DESKTOP,WINDOWS,1,0,1,0,0,0,0,TRUE
471,1,1,2,3,1,26,26,DESKTOP,WINDOWS,0,1,0,0,1,0,0,FALSE
472,1,1,2,1,1,26,26,DESKTOP,MAC-OS,0,1,0,0,0,0,0,FALSE
473,1,1,2,1,1,26,26,DESKTOP,MAC-OS,0,0,0,1,0,0,0,FALSE
474,1,1,2,1,1,26,26,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
475,1,1,2,1,1,26,26,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
476,1,1,2,5,1,26,26,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
477,1,1,2,1,1,26,26,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
478,1,1,2,2,1,26,26,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
479,1,1,2,1,1,26,26,DESKTOP,WINDOWS,0,0,1,0,1,0,0,FALSE
480,1,2,5,503,1,26,26,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
481,1,1,2,1,1,26,26,DESKTOP,WINDOWS,0,0,1,0,0,1,0,TRUE
482,1,1,2,1,1,26,26,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
483,1,1,2,1,1,26,26,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
484,1,1,2,1,1,26,26,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
485,1,1,2,2,1,26,26,MOBILE,ANDROID,0,0,0,1,0,0,0,FALSE
486,1,2,3,97,1,6,6,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
487,1,1,2,2,1,6,6,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
488,1,1,2,1,1,6,6,DESKTOP,MAC-OS,0,1,0,0,0,0,0,FALSE
489,1,1,2,1,1,6,6,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
490,1,1,2,1,1,6,6,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
491,1,1,2,1,1,6,6,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
492,1,1,2,8,1,6,6,DESKTOP,MAC-OS,0,1,0,0,0,0,0,TRUE
493,2,2,4,2,2,6,6,DESKTOP,WINDOWS,0,0,2,0,0,0,0,FALSE
494,1,1,2,1,1,6,6,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
495,1,1,2,7,1,6,6,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
496,1,1,2,1,1,6,6,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
497,1,1,2,1,1,6,6,DESKTOP,MAC-OS,0,1,0,0,0,0,0,FALSE
498,2,2,4,2,2,6,6,DESKTOP,WINDOWS,0,0,2,0,0,0,0,FALSE
499,1,1,2,1,1,6,6,DESKTOP,WINDOWS,0,0,1,0,0,0,0,FALSE
500,5,25,55,100,32,6,6,DESKTOP,WINDOWS,0,0,5,0,0,0,0,TRUE
501,2,3,6,109,2,6,6,DESKTOP,WINDOWS,1,1,0,0,0,0,0,FALSE
502,1,1,2,1,1,6,6,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
503,2,2,4,18,2,6,6,DESKTOP,WINDOWS,1,0,1,0,0,0,0,TRUE
504,1,1,2,1,1,6,6,DESKTOP,WINDOWS,0,1,0,0,1,0,0,TRUE
505,1,1,2,1,1,6,6,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
506,1,1,2,9,1,6,6,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
507,1,1,2,9,1,6,6,DESKTOP,WINDOWS,0,0,0,1,0,0,0,FALSE
508,2,2,4,2,2,6,7,DESKTOP,WINDOWS,0,1,1,0,0,0,0,TRUE
509,2,2,4,4,2,6,6,DESKTOP,WINDOWS,0,0,2,0,0,0,0,FALSE
510,1,1,2,1,1,6,6,DESKTOP,WINDOWS,0,1,0,0,0,0,0,TRUE
511,1,1,2,1,1,6,6,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
512,1,2,3,16,1,6,6,DESKTOP,WINDOWS,0,0,1,0,0,0,0,TRUE
513,1,1,2,1,1,6,6,DESKTOP,WINDOWS,0,1,0,0,0,0,1,FALSE
514,1,1,2,2,1,6,6,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
515,2,2,4,7,2,5,6,DESKTOP,WINDOWS,0,0,0,2,0,0,0,FALSE
516,1,1,2,8,1,6,6,DESKTOP,WINDOWS,1,0,0,0,0,0,0,FALSE
517,1,1,2,2,1,6,6,DESKTOP,WINDOWS,0,1,0,0,0,0,0,FALSE
518,2,2,4,2,2,5,6,DESKTOP,WINDOWS,0,1,1,0,0,0,0,FALSE
